congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
92,2,B000851,William,Emerson,Brock,III,11/23/1930,TN,5,1,1/21/1971,40.2
92,2,W000253,Lowell,Palmer,Weicker,Jr.,5/16/1931,CT,5,1,1/21/1971,39.7
92,2,P000009,Robert,William,Packwood,,9/11/1932,OR,5,1,1/21/1971,38.4
93,2,A000062,George,David,Aiken,,1892-08-20,VT,5,1,1/3/1973,80.4
93,2,Y000047,Milton,Ruben,Young,,1897-12-06,ND,5,1,1/3/1973,75.1
93,2,B000384,Wallace,Foster,Bennett,,1898-11-13,UT,5,1,1/3/1973,74.1
93,2,C000802,Norris,H.,Cotton,,5/11/1900,NH,5,1,1/3/1973,72.6
93,2,S000174,Hugh,Doggett,Scott,Jr.,11/11/1900,PA,5,1,1/3/1973,72.1
93,2,T000254,J.,Strom,Thurmond,,12/5/1902,SC,5,1,1/3/1973,70.1
93,2,C000220,Clifford,Philip,Case,,4/16/1904,NJ,5,1,1/3/1973,68.7
93,2,J000064,Jacob,Koppel,Javits,,5/18/1904,NY,5,1,1/3/1973,68.6
93,2,H000875,Roman,Lee,Hruska,,8/16/1904,NE,5,1,1/3/1973,68.4
93,2,C001006,Carl,Thomas,Curtis,,3/15/1905,NE,5,1,1/3/1973,67.8
93,2,F000245,Hiram,Leong,Fong,,10/15/1906,HI,5,1,1/3/1973,66.2
93,2,F000013,Paul,Jones,Fannin,,1/29/1907,AZ,5,1,1/3/1973,65.9
93,2,G000267,Barry,Morris,Goldwater,,1/1/1909,AZ,5,1,1/3/1973,64
93,2,H000170,Clifford,Peter,Hansen,,10/16/1912,WY,5,1,1/3/1973,60.2
93,2,S000776,Robert,Theodore,Stafford,,8/8/1913,VT,5,1,1/3/1973,59.4
93,2,G000531,Edward,John,Gurney,,1/12/1914,FL,5,1,1/3/1973,59
93,2,S000189,William,Lloyd,Scott,,7/1/1915,VA,5,1,1/3/1973,57.5
93,2,D000409,Peter,Hoyt,Dominick,,7/7/1915,CO,5,1,1/3/1973,57.5
93,2,S000096,William,Bart,Saxbe,,6/24/1916,OH,5,1,1/3/1973,56.5
93,2,T000010,Robert,,Taft,Jr.,2/26/1917,OH,5,1,1/3/1973,55.9
93,2,W000782,Louis,Crosby,Wyman,,3/16/1917,NH,5,1,1/3/1973,55.8
93,2,P000222,Charles,Harting,Percy,,9/27/1919,IL,5,1,1/3/1973,53.3
93,2,B000871,Edward,William,Brooke,III,10/26/1919,MA,5,1,1/3/1973,53.2
93,2,P000166,James,Blackwood,Pearson,,5/7/1920,KS,5,1,1/3/1973,52.7
93,2,R000460,William,V.,Roth,Jr.,7/22/1921,DE,5,1,1/3/1973,51.5
93,2,B000351,Henry,Louis,Bellmon,,9/3/1921,OK,5,1,1/3/1973,51.3
93,2,H000343,Mark,Odom,Hatfield,,7/12/1922,OR,5,1,1/3/1973,50.5
93,2,M000241,Charles,McCurdy,Mathias,Jr.,7/24/1922,MD,5,1,1/3/1973,50.4
93,2,D000401,Robert,Joseph,Dole,,7/22/1923,KS,5,1,1/3/1973,49.5
93,2,G000465,Robert,Paul,Griffin,,11/6/1923,MI,5,1,1/3/1973,49.2
93,2,S000888,Ted,F.,Stevens,,11/18/1923,AK,5,1,1/3/1973,49.1
93,2,M000346,James,Albertus,McClure,,12/27/1924,ID,5,1,1/3/1973,48
93,2,T000322,John,Goodwin,Tower,,9/29/1925,TX,5,1,1/3/1973,47.3
93,2,B000063,Howard,Henry,Baker,Jr.,11/15/1925,TN,5,1,1/3/1973,47.1
93,2,S000159,Richard,Schultz,Schweiker,,6/1/1926,PA,5,1,1/3/1973,46.6
93,2,C000721,Marlow,Webster,Cook,,7/27/1926,KY,5,1,1/3/1973,46.4
93,2,B000272,John,Glenn,Beall,Jr.,6/19/1927,MD,5,1,1/3/1973,45.5
93,2,B000851,William,Emerson,Brock,III,11/23/1930,TN,5,1,1/3/1973,42.1
93,2,W000253,Lowell,Palmer,Weicker,Jr.,5/16/1931,CT,5,1,1/3/1973,41.6
93,2,P000009,Robert,William,Packwood,,9/11/1932,OR,5,1,1/3/1973,40.3
94,2,Y000047,Milton,Ruben,Young,,1897-12-06,ND,5,1,1/14/1975,77.1
94,2,C000802,Norris,H.,Cotton,,5/11/1900,NH,5,1,1/14/1975,74.7
94,2,S000174,Hugh,Doggett,Scott,Jr.,11/11/1900,PA,5,1,1/14/1975,74.2
94,2,T000254,J.,Strom,Thurmond,,12/5/1902,SC,5,1,1/14/1975,72.1
94,2,C000220,Clifford,Philip,Case,,4/16/1904,NJ,5,1,1/14/1975,70.7
94,2,J000064,Jacob,Koppel,Javits,,5/18/1904,NY,5,1,1/14/1975,70.7
94,2,H000875,Roman,Lee,Hruska,,8/16/1904,NE,5,1,1/14/1975,70.4
94,2,C001006,Carl,Thomas,Curtis,,3/15/1905,NE,5,1,1/14/1975,69.8
94,2,F000245,Hiram,Leong,Fong,,10/15/1906,HI,5,1,1/14/1975,68.2
94,2,F000013,Paul,Jones,Fannin,,1/29/1907,AZ,5,1,1/14/1975,68
94,2,G000267,Barry,Morris,Goldwater,,1/1/1909,AZ,5,1,1/14/1975,66
94,2,H000170,Clifford,Peter,Hansen,,10/16/1912,WY,5,1,1/14/1975,62.2
94,2,S000776,Robert,Theodore,Stafford,,8/8/1913,VT,5,1,1/14/1975,61.4
94,2,S000189,William,Lloyd,Scott,,7/1/1915,VA,5,1,1/14/1975,59.5
94,2,T000010,Robert,,Taft,Jr.,2/26/1917,OH,5,1,1/14/1975,57.9
94,2,B000200,Dewey,Follett,Bartlett,,3/28/1919,OK,5,1,1/14/1975,55.8
94,2,P000222,Charles,Harting,Percy,,9/27/1919,IL,5,1,1/14/1975,55.3
94,2,B000871,Edward,William,Brooke,III,10/26/1919,MA,5,1,1/14/1975,55.2
94,2,P000166,James,Blackwood,Pearson,,5/7/1920,KS,5,1,1/14/1975,54.7
94,2,R000460,William,V.,Roth,Jr.,7/22/1921,DE,5,1,1/14/1975,53.5
94,2,B000351,Henry,Louis,Bellmon,,9/3/1921,OK,5,1,1/14/1975,53.4
94,2,H000463,Jesse,,Helms,,10/18/1921,NC,5,1,1/14/1975,53.2
94,2,H000343,Mark,Odom,Hatfield,,7/12/1922,OR,5,1,1/14/1975,52.5
94,2,M000241,Charles,McCurdy,Mathias,Jr.,7/24/1922,MD,5,1,1/14/1975,52.5
94,2,L000148,Paul,Dominque,Laxalt,,8/2/1922,NV,5,1,1/14/1975,52.5
94,2,D000401,Robert,Joseph,Dole,,7/22/1923,KS,5,1,1/14/1975,51.5
94,2,G000465,Robert,Paul,Griffin,,11/6/1923,MI,5,1,1/14/1975,51.2
94,2,S000888,Ted,F.,Stevens,,11/18/1923,AK,5,1,1/14/1975,51.2
94,2,M000346,James,Albertus,McClure,,12/27/1924,ID,5,1,1/14/1975,50
94,2,T000322,John,Goodwin,Tower,,9/29/1925,TX,5,1,1/14/1975,49.3
94,2,B000063,Howard,Henry,Baker,Jr.,11/15/1925,TN,5,1,1/14/1975,49.2
94,2,S000159,Richard,Schultz,Schweiker,,6/1/1926,PA,5,1,1/14/1975,48.6
94,2,B000272,John,Glenn,Beall,Jr.,6/19/1927,MD,5,1,1/14/1975,47.6
94,2,B000851,William,Emerson,Brock,III,11/23/1930,TN,5,1,1/14/1975,44.1
94,2,W000253,Lowell,Palmer,Weicker,Jr.,5/16/1931,CT,5,1,1/14/1975,43.7
94,2,D000407,Pete,V.,Domenici,,5/7/1932,NM,5,1,1/14/1975,42.7
94,2,P000009,Robert,William,Packwood,,9/11/1932,OR,5,1,1/14/1975,42.3
94,2,G000072,Edwin,Jacob,Garn,,10/12/1932,UT,5,1,1/14/1975,42.3
95,2,Y000047,Milton,Ruben,Young,,1897-12-06,ND,5,1,1/4/1977,79.1
95,2,T000254,J.,Strom,Thurmond,,12/5/1902,SC,5,1,1/4/1977,74.1
95,2,C000220,Clifford,Philip,Case,,4/16/1904,NJ,5,1,1/4/1977,72.7
95,2,J000064,Jacob,Koppel,Javits,,5/18/1904,NY,5,1,1/4/1977,72.6
95,2,C001006,Carl,Thomas,Curtis,,3/15/1905,NE,5,1,1/4/1977,71.8
95,2,H000384,Samuel,Ichiye,Hayakawa,,7/18/1906,CA,5,1,1/4/1977,70.5
95,2,G000267,Barry,Morris,Goldwater,,1/1/1909,AZ,5,1,1/4/1977,68
95,2,H000170,Clifford,Peter,Hansen,,10/16/1912,WY,5,1,1/4/1977,64.2
95,2,S000776,Robert,Theodore,Stafford,,8/8/1913,VT,5,1,1/4/1977,63.4
95,2,S000189,William,Lloyd,Scott,,7/1/1915,VA,5,1,1/4/1977,61.5
95,2,B000200,Dewey,Follett,Bartlett,,3/28/1919,OK,5,1,1/4/1977,57.8
95,2,P000222,Charles,Harting,Percy,,9/27/1919,IL,5,1,1/4/1977,57.3
95,2,B000871,Edward,William,Brooke,III,10/26/1919,MA,5,1,1/4/1977,57.2
95,2,P000166,James,Blackwood,Pearson,,5/7/1920,KS,5,1,1/4/1977,56.7
95,2,R000460,William,V.,Roth,Jr.,7/22/1921,DE,5,1,1/4/1977,55.5
95,2,B000351,Henry,Louis,Bellmon,,9/3/1921,OK,5,1,1/4/1977,55.3
95,2,H000463,Jesse,,Helms,,10/18/1921,NC,5,1,1/4/1977,55.2
95,2,H000343,Mark,Odom,Hatfield,,7/12/1922,OR,5,1,1/4/1977,54.5
95,2,M000241,Charles,McCurdy,Mathias,Jr.,7/24/1922,MD,5,1,1/4/1977,54.5
95,2,L000148,Paul,Dominque,Laxalt,,8/2/1922,NV,5,1,1/4/1977,54.4
95,2,C000269,John,Hubbard,Chafee,,10/22/1922,RI,5,1,1/4/1977,54.2
95,2,D000401,Robert,Joseph,Dole,,7/22/1923,KS,5,1,1/4/1977,53.5
95,2,G000465,Robert,Paul,Griffin,,11/6/1923,MI,5,1,1/4/1977,53.2
95,2,S000888,Ted,F.,Stevens,,11/18/1923,AK,5,1,1/4/1977,53.1
95,2,M000346,James,Albertus,McClure,,12/27/1924,ID,5,1,1/4/1977,52
95,2,T000322,John,Goodwin,Tower,,9/29/1925,TX,5,1,1/4/1977,51.3
95,2,B000063,Howard,Henry,Baker,Jr.,11/15/1925,TN,5,1,1/4/1977,51.1
95,2,S000159,Richard,Schultz,Schweiker,,6/1/1926,PA,5,1,1/4/1977,50.6
95,2,W000253,Lowell,Palmer,Weicker,Jr.,5/16/1931,CT,5,1,1/4/1977,45.6
95,2,D000407,Pete,V.,Domenici,,5/7/1932,NM,5,1,1/4/1977,44.7
95,2,P000009,Robert,William,Packwood,,9/11/1932,OR,5,1,1/4/1977,44.3
95,2,G000072,Edwin,Jacob,Garn,,10/12/1932,UT,5,1,1/4/1977,44.2
95,2,D000030,John,Claggett,Danforth,,9/5/1936,MO,5,1,1/4/1977,40.3
95,2,C000567,Thad,,Cochran,,12/7/1937,MS,5,1,1/4/1977,39.1
95,2,H000456,Henry,John,Heinz,III,10/23/1938,PA,5,1,1/4/1977,38.2
96,2,Y000047,Milton,Ruben,Young,,1897-12-06,ND,5,1,1/15/1979,81.1
96,2,T000254,J.,Strom,Thurmond,,12/5/1902,SC,5,1,1/15/1979,76.1
96,2,J000064,Jacob,Koppel,Javits,,5/18/1904,NY,5,1,1/15/1979,74.7
96,2,H000384,Samuel,Ichiye,Hayakawa,,7/18/1906,CA,5,1,1/15/1979,72.5
96,2,G000267,Barry,Morris,Goldwater,,1/1/1909,AZ,5,1,1/15/1979,70
96,2,S000776,Robert,Theodore,Stafford,,8/8/1913,VT,5,1,1/15/1979,65.4
96,2,P000222,Charles,Harting,Percy,,9/27/1919,IL,5,1,1/15/1979,59.3
96,2,R000460,William,V.,Roth,Jr.,7/22/1921,DE,5,1,1/15/1979,57.5
96,2,B000351,Henry,Louis,Bellmon,,9/3/1921,OK,5,1,1/15/1979,57.4
96,2,H000463,Jesse,,Helms,,10/18/1921,NC,5,1,1/15/1979,57.2
96,2,H000343,Mark,Odom,Hatfield,,7/12/1922,OR,5,1,1/15/1979,56.5
96,2,M000241,Charles,McCurdy,Mathias,Jr.,7/24/1922,MD,5,1,1/15/1979,56.5
96,2,L000148,Paul,Dominque,Laxalt,,8/2/1922,NV,5,1,1/15/1979,56.5
96,2,C000269,John,Hubbard,Chafee,,10/22/1922,RI,5,1,1/15/1979,56.2
96,2,D000401,Robert,Joseph,Dole,,7/22/1923,KS,5,1,1/15/1979,55.5
96,2,S000888,Ted,F.,Stevens,,11/18/1923,AK,5,1,1/15/1979,55.2
96,2,M000346,James,Albertus,McClure,,12/27/1924,ID,5,1,1/15/1979,54.1
96,2,T000322,John,Goodwin,Tower,,9/29/1925,TX,5,1,1/15/1979,53.3
96,2,B000063,Howard,Henry,Baker,Jr.,11/15/1925,TN,5,1,1/15/1979,53.2
96,2,S000159,Richard,Schultz,Schweiker,,6/1/1926,PA,5,1,1/15/1979,52.6
96,2,W000154,John,W.,Warner,,2/18/1927,VA,5,1,1/15/1979,51.9
96,2,B000647,Rudolph,Eli,Boschwitz,,11/7/1930,MN,5,1,1/15/1979,48.2
96,2,W000253,Lowell,Palmer,Weicker,Jr.,5/16/1931,CT,5,1,1/15/1979,47.7
96,2,S000429,Alan,Kooi,Simpson,,9/2/1931,WY,5,1,1/15/1979,47.4
96,2,L000504,Richard,G.,Lugar,,4/4/1932,IN,5,1,1/15/1979,46.8
96,2,D000407,Pete,V.,Domenici,,5/7/1932,NM,5,1,1/15/1979,46.7
96,2,K000017,Nancy,Landon,Kassebaum,,7/29/1932,KS,5,1,1/15/1979,46.5
96,2,P000009,Robert,William,Packwood,,9/11/1932,OR,5,1,1/15/1979,46.3
96,2,G000072,Edwin,Jacob,Garn,,10/12/1932,UT,5,1,1/15/1979,46.3
96,2,W000092,Malcolm,,Wallop,,2/27/1933,WY,5,1,1/15/1979,45.9
96,2,H000338,Orrin,G.,Hatch,,3/22/1934,UT,5,1,1/15/1979,44.8
96,2,D000566,David,Ferdinand,Durenberger,,8/19/1934,MN,5,1,1/15/1979,44.4
96,2,S000132,Harrison,Hagan,Schmitt,,7/3/1935,NM,5,1,1/15/1979,43.5
96,2,D000030,John,Claggett,Danforth,,9/5/1936,MO,5,1,1/15/1979,42.4
96,2,A000219,William,Lester,Armstrong,,3/16/1937,CO,5,1,1/15/1979,41.8
96,2,C000567,Thad,,Cochran,,12/7/1937,MS,5,1,1/15/1979,41.1
96,2,H000456,Henry,John,Heinz,III,10/23/1938,PA,5,1,1/15/1979,40.2
96,2,C000598,William,Sebastian,Cohen,,8/28/1940,ME,5,1,1/15/1979,38.4
96,2,P000513,Larry,Lee,Pressler,,3/29/1942,SD,5,1,1/15/1979,36.8
97,2,T000254,J.,Strom,Thurmond,,12/5/1902,SC,5,1,1/5/1981,78.1
97,2,H000384,Samuel,Ichiye,Hayakawa,,7/18/1906,CA,5,1,1/5/1981,74.5
97,2,G000267,Barry,Morris,Goldwater,,1/1/1909,AZ,5,1,1/5/1981,72
97,2,S000776,Robert,Theodore,Stafford,,8/8/1913,VT,5,1,1/5/1981,67.4
97,2,P000222,Charles,Harting,Percy,,9/27/1919,IL,5,1,1/5/1981,61.3
97,2,R000460,William,V.,Roth,Jr.,7/22/1921,DE,5,1,1/5/1981,59.5
97,2,H000463,Jesse,,Helms,,10/18/1921,NC,5,1,1/5/1981,59.2
97,2,H000343,Mark,Odom,Hatfield,,7/12/1922,OR,5,1,1/5/1981,58.5
97,2,M000241,Charles,McCurdy,Mathias,Jr.,7/24/1922,MD,5,1,1/5/1981,58.5
97,2,L000148,Paul,Dominque,Laxalt,,8/2/1922,NV,5,1,1/5/1981,58.4
97,2,C000269,John,Hubbard,Chafee,,10/22/1922,RI,5,1,1/5/1981,58.2
97,2,A000009,James,,Abdnor,,2/13/1923,SD,5,1,1/5/1981,57.9
97,2,D000401,Robert,Joseph,Dole,,7/22/1923,KS,5,1,1/5/1981,57.5
97,2,S000888,Ted,F.,Stevens,,11/18/1923,AK,5,1,1/5/1981,57.1
97,2,M000346,James,Albertus,McClure,,12/27/1924,ID,5,1,1/5/1981,56
97,2,T000322,John,Goodwin,Tower,,9/29/1925,TX,5,1,1/5/1981,55.3
97,2,B000063,Howard,Henry,Baker,Jr.,11/15/1925,TN,5,1,1/5/1981,55.1
97,2,A000208,Mark,,Andrews,,5/19/1926,ND,5,1,1/5/1981,54.6
97,2,H000374,Paula,,Hawkins,,1/24/1927,FL,5,1,1/5/1981,53.9
97,2,W000154,John,W.,Warner,,2/18/1927,VA,5,1,1/5/1981,53.9
97,2,J000101,Roger,William,Jepsen,,12/23/1928,IA,5,1,1/5/1981,52
97,2,R000497,Warren,Bruce,Rudman,,5/18/1930,NH,5,1,1/5/1981,50.6
97,2,B000647,Rudolph,Eli,Boschwitz,,11/7/1930,MN,5,1,1/5/1981,50.2
97,2,W000253,Lowell,Palmer,Weicker,Jr.,5/16/1931,CT,5,1,1/5/1981,49.6
97,2,S000429,Alan,Kooi,Simpson,,9/2/1931,WY,5,1,1/5/1981,49.3
97,2,L000504,Richard,G.,Lugar,,4/4/1932,IN,5,1,1/5/1981,48.8
97,2,D000407,Pete,V.,Domenici,,5/7/1932,NM,5,1,1/5/1981,48.7
97,2,K000017,Nancy,Landon,Kassebaum,,7/29/1932,KS,5,1,1/5/1981,48.4
97,2,P000009,Robert,William,Packwood,,9/11/1932,OR,5,1,1/5/1981,48.3
97,2,G000072,Edwin,Jacob,Garn,,10/12/1932,UT,5,1,1/5/1981,48.2
97,2,W000092,Malcolm,,Wallop,,2/27/1933,WY,5,1,1/5/1981,47.9
97,2,G000386,Charles,E.,Grassley,,9/17/1933,IA,5,1,1/5/1981,47.3
97,2,H000338,Orrin,G.,Hatch,,3/22/1934,UT,5,1,1/5/1981,46.8
97,2,D000566,David,Ferdinand,Durenberger,,8/19/1934,MN,5,1,1/5/1981,46.4
97,2,S000132,Harrison,Hagan,Schmitt,,7/3/1935,NM,5,1,1/5/1981,45.5
97,2,D000030,John,Claggett,Danforth,,9/5/1936,MO,5,1,1/5/1981,44.3
97,2,A000219,William,Lester,Armstrong,,3/16/1937,CO,5,1,1/5/1981,43.8
97,2,C000567,Thad,,Cochran,,12/7/1937,MS,5,1,1/5/1981,43.1
97,2,S001138,Steven,Douglas,Symms,,4/23/1938,ID,5,1,1/5/1981,42.7
97,2,H000456,Henry,John,Heinz,III,10/23/1938,PA,5,1,1/5/1981,42.2
97,2,C000598,William,Sebastian,Cohen,,8/28/1940,ME,5,1,1/5/1981,40.4
97,2,H000951,Gordon,John,Humphrey,,10/9/1940,NH,5,1,1/5/1981,40.2
97,2,P000513,Larry,Lee,Pressler,,3/29/1942,SD,5,1,1/5/1981,38.8
97,2,Q000007,James,Danforth,Quayle,,2/4/1947,IN,5,1,1/5/1981,33.9
98,2,T000254,J.,Strom,Thurmond,,12/5/1902,SC,5,1,1/3/1983,80.1
98,2,G000267,Barry,Morris,Goldwater,,1/1/1909,AZ,5,1,1/3/1983,74
98,2,S000776,Robert,Theodore,Stafford,,8/8/1913,VT,5,1,1/3/1983,69.4
98,2,P000222,Charles,Harting,Percy,,9/27/1919,IL,5,1,1/3/1983,63.3
98,2,C000322,Eugene,A.,Chappie,,3/28/1920,WA,5,1,1/3/1983,62.8
98,2,R000460,William,V.,Roth,Jr.,7/22/1921,DE,5,1,1/3/1983,61.5
98,2,H000463,Jesse,,Helms,,10/18/1921,NC,5,1,1/3/1983,61.2
98,2,H000343,Mark,Odom,Hatfield,,7/12/1922,OR,5,1,1/3/1983,60.5
98,2,M000241,Charles,McCurdy,Mathias,Jr.,7/24/1922,MD,5,1,1/3/1983,60.4
98,2,L000148,Paul,Dominque,Laxalt,,8/2/1922,NV,5,1,1/3/1983,60.4
98,2,C000269,John,Hubbard,Chafee,,10/22/1922,RI,5,1,1/3/1983,60.2
98,2,A000009,James,,Abdnor,,2/13/1923,SD,5,1,1/3/1983,59.9
98,2,D000401,Robert,Joseph,Dole,,7/22/1923,KS,5,1,1/3/1983,59.5
98,2,S000888,Ted,F.,Stevens,,11/18/1923,AK,5,1,1/3/1983,59.1
98,2,D000259,Jeremiah,Andrew,Denton,Jr.,7/15/1924,AL,5,1,1/3/1983,58.5
98,2,M000346,James,Albertus,McClure,,12/27/1924,ID,5,1,1/3/1983,58
98,2,T000322,John,Goodwin,Tower,,9/29/1925,TX,5,1,1/3/1983,57.3
98,2,B000063,Howard,Henry,Baker,Jr.,11/15/1925,TN,5,1,1/3/1983,57.1
98,2,A000208,Mark,,Andrews,,5/19/1926,ND,5,1,1/3/1983,56.6
98,2,H000374,Paula,,Hawkins,,1/24/1927,FL,5,1,1/3/1983,55.9
98,2,W000154,John,W.,Warner,,2/18/1927,VA,5,1,1/3/1983,55.9
98,2,G000333,T.,Slade,Gorton,,1/8/1928,WA,5,1,1/3/1983,55
98,2,J000101,Roger,William,Jepsen,,12/23/1928,IA,5,1,1/3/1983,54
98,2,S000709,Arlen,,Specter,,2/12/1930,PA,5,1,1/3/1983,52.9
98,2,R000497,Warren,Bruce,Rudman,,5/18/1930,NH,5,1,1/3/1983,52.6
98,2,B000647,Rudolph,Eli,Boschwitz,,11/7/1930,MN,5,1,1/3/1983,52.2
98,2,M000257,Mack,Francis,Mattingly,,1/7/1931,GA,5,1,1/3/1983,52
98,2,E000017,John,Porter,East,,5/5/1931,NC,5,1,1/3/1983,51.7
98,2,W000253,Lowell,Palmer,Weicker,Jr.,5/16/1931,CT,5,1,1/3/1983,51.6
98,2,S000429,Alan,Kooi,Simpson,,9/2/1931,WY,5,1,1/3/1983,51.3
98,2,L000504,Richard,G.,Lugar,,4/4/1932,IN,5,1,1/3/1983,50.7
98,2,D000407,Pete,V.,Domenici,,5/7/1932,NM,5,1,1/3/1983,50.7
98,2,K000017,Nancy,Landon,Kassebaum,,7/29/1932,KS,5,1,1/3/1983,50.4
98,2,P000009,Robert,William,Packwood,,9/11/1932,OR,5,1,1/3/1983,50.3
98,2,G000072,Edwin,Jacob,Garn,,10/12/1932,UT,5,1,1/3/1983,50.2
98,2,W000092,Malcolm,,Wallop,,2/27/1933,WY,5,1,1/3/1983,49.8
98,2,M001085,Frank,H.,Murkowski,,3/28/1933,AK,5,1,1/3/1983,49.8
98,2,G000386,Charles,E.,Grassley,,9/17/1933,IA,5,1,1/3/1983,49.3
98,2,H000338,Orrin,G.,Hatch,,3/22/1934,UT,5,1,1/3/1983,48.8
98,2,D000566,David,Ferdinand,Durenberger,,8/19/1934,MN,5,1,1/3/1983,48.4
98,2,D000030,John,Claggett,Danforth,,9/5/1936,MO,5,1,1/3/1983,46.3
98,2,A000219,William,Lester,Armstrong,,3/16/1937,CO,5,1,1/3/1983,45.8
98,2,D000018,Alfonse,Marcello,D'Amato,,8/1/1937,NY,5,1,1/3/1983,45.4
98,2,C000567,Thad,,Cochran,,12/7/1937,MS,5,1,1/3/1983,45.1
98,2,S001138,Steven,Douglas,Symms,,4/23/1938,ID,5,1,1/3/1983,44.7
98,2,H000456,Henry,John,Heinz,III,10/23/1938,PA,5,1,1/3/1983,44.2
98,2,C000598,William,Sebastian,Cohen,,8/28/1940,ME,5,1,1/3/1983,42.3
98,2,H000951,Gordon,John,Humphrey,,10/9/1940,NH,5,1,1/3/1983,42.2
98,2,P000513,Larry,Lee,Pressler,,3/29/1942,SD,5,1,1/3/1983,40.8
98,2,K000019,Robert,Walter,Kasten,Jr.,6/19/1942,WI,5,1,1/3/1983,40.5
98,2,T000367,Paul,Seward,Trible,Jr.,12/29/1946,VA,5,1,1/3/1983,36
98,2,Q000007,James,Danforth,Quayle,,2/4/1947,IN,5,1,1/3/1983,35.9
98,2,N000102,Don,,Nickles,,12/6/1948,OK,5,1,1/3/1983,34.1
99,2,T000254,J.,Strom,Thurmond,,12/5/1902,SC,5,1,1/3/1985,82.1
99,2,G000267,Barry,Morris,Goldwater,,1/1/1909,AZ,5,1,1/3/1985,76
99,2,S000776,Robert,Theodore,Stafford,,8/8/1913,VT,5,1,1/3/1985,71.4
99,2,C000322,Eugene,A.,Chappie,,3/28/1920,WA,5,1,1/3/1985,64.8
99,2,R000460,William,V.,Roth,Jr.,7/22/1921,DE,5,1,1/3/1985,63.5
99,2,H000463,Jesse,,Helms,,10/18/1921,NC,5,1,1/3/1985,63.2
99,2,H000343,Mark,Odom,Hatfield,,7/12/1922,OR,5,1,1/3/1985,62.5
99,2,M000241,Charles,McCurdy,Mathias,Jr.,7/24/1922,MD,5,1,1/3/1985,62.4
99,2,L000148,Paul,Dominque,Laxalt,,8/2/1922,NV,5,1,1/3/1985,62.4
99,2,C000269,John,Hubbard,Chafee,,10/22/1922,RI,5,1,1/3/1985,62.2
99,2,A000009,James,,Abdnor,,2/13/1923,SD,5,1,1/3/1985,61.9
99,2,D000401,Robert,Joseph,Dole,,7/22/1923,KS,5,1,1/3/1985,61.5
99,2,S000888,Ted,F.,Stevens,,11/18/1923,AK,5,1,1/3/1985,61.1
99,2,D000259,Jeremiah,Andrew,Denton,Jr.,7/15/1924,AL,5,1,1/3/1985,60.5
99,2,M000346,James,Albertus,McClure,,12/27/1924,ID,5,1,1/3/1985,60
99,2,E000236,Daniel,Jackson,Evans,,10/16/1925,WA,5,1,1/3/1985,59.2
99,2,A000208,Mark,,Andrews,,5/19/1926,ND,5,1,1/3/1985,58.6
99,2,H000374,Paula,,Hawkins,,1/24/1927,FL,5,1,1/3/1985,57.9
99,2,W000154,John,W.,Warner,,2/18/1927,VA,5,1,1/3/1985,57.9
99,2,B000966,James,Thomas,Broyhill,,8/19/1927,NC,5,1,1/3/1985,57.4
99,2,G000333,T.,Slade,Gorton,,1/8/1928,WA,5,1,1/3/1985,57
99,2,H000439,Jacob,Chic,Hecht,,11/30/1928,NV,5,1,1/3/1985,56.1
99,2,S000709,Arlen,,Specter,,2/12/1930,PA,5,1,1/3/1985,54.9
99,2,R000497,Warren,Bruce,Rudman,,5/18/1930,NH,5,1,1/3/1985,54.6
99,2,B000647,Rudolph,Eli,Boschwitz,,11/7/1930,MN,5,1,1/3/1985,54.2
99,2,M000257,Mack,Francis,Mattingly,,1/7/1931,GA,5,1,1/3/1985,54
99,2,E000017,John,Porter,East,,5/5/1931,NC,5,1,1/3/1985,53.7
99,2,W000253,Lowell,Palmer,Weicker,Jr.,5/16/1931,CT,5,1,1/3/1985,53.6
99,2,S000429,Alan,Kooi,Simpson,,9/2/1931,WY,5,1,1/3/1985,53.3
99,2,L000504,Richard,G.,Lugar,,4/4/1932,IN,5,1,1/3/1985,52.8
99,2,D000407,Pete,V.,Domenici,,5/7/1932,NM,5,1,1/3/1985,52.7
99,2,K000017,Nancy,Landon,Kassebaum,,7/29/1932,KS,5,1,1/3/1985,52.4
99,2,P000009,Robert,William,Packwood,,9/11/1932,OR,5,1,1/3/1985,52.3
99,2,G000072,Edwin,Jacob,Garn,,10/12/1932,UT,5,1,1/3/1985,52.2
99,2,W000092,Malcolm,,Wallop,,2/27/1933,WY,5,1,1/3/1985,51.8
99,2,M001085,Frank,H.,Murkowski,,3/28/1933,AK,5,1,1/3/1985,51.8
99,2,W000607,Pete,,Wilson,,8/23/1933,CA,5,1,1/3/1985,51.4
99,2,G000386,Charles,E.,Grassley,,9/17/1933,IA,5,1,1/3/1985,51.3
99,2,H000338,Orrin,G.,Hatch,,3/22/1934,UT,5,1,1/3/1985,50.8
99,2,D000566,David,Ferdinand,Durenberger,,8/19/1934,MN,5,1,1/3/1985,50.4
99,2,D000030,John,Claggett,Danforth,,9/5/1936,MO,5,1,1/3/1985,48.3
99,2,A000219,William,Lester,Armstrong,,3/16/1937,CO,5,1,1/3/1985,47.8
99,2,D000018,Alfonse,Marcello,D'Amato,,8/1/1937,NY,5,1,1/3/1985,47.4
